512,4
1024,5
2048,3
2560,2
3072,1
3584,2
4096,2
4608,1
5120,2
5632,2
6656,1
7680,2
8192,1888
9728,1
10752,2
11776,4
12800,1
13312,1
14336,1
14848,1
15872,1
16384,1027
18944,2
19456,3
20480,1
20992,3
22016,1
23040,2
24576,2062
25088,2
27648,1
28672,2
29184,3
30720,3
32256,4
32768,104107
33280,1
33792,2
34304,1
36352,1
36864,1
37888,1
38400,1
39424,1
39936,1
40448,1
40960,722
43520,2
45568,1
46080,3
47616,1
49152,372
50176,1
50688,1
52224,1
54272,1
56320,1
56832,1
57344,334
58368,3
59392,1
60416,1
61440,12
64512,4
65024,1
65536,400
66048,3
66560,3
67072,2
68096,1
69632,1
71168,1
71680,3
73216,1
73728,380
75264,1
76288,1
76800,1
77312,3
77824,1
79360,1
80896,1
81408,1
81920,319
82944,1
83456,1
83968,1
84992,2
86016,2
87040,1
88576,1
89088,1
89600,2
90112,316
90624,1
92672,1
93696,3
94208,5
94720,1
95232,1
95744,2
96256,4
96768,5
97280,1
97792,1
98304,359
99328,1
100352,1
101376,3
103424,2
104448,1
105984,4
106496,332
107008,2
108032,2
109056,1
110080,2
111104,1
112128,2
113152,2
113664,3
114176,1
114688,323
115200,2
116224,2
116736,1
117760,2
118272,1
119808,1
122880,342
125952,1
127488,1
128000,2
129024,1
129536,2
130560,2
131072,316
131584,1
132096,2
132608,1
133632,3
134656,1
135680,2
136704,1
137728,2
138752,2
139264,317
139776,4
141312,1
142336,2
144384,3
145408,1
146432,1
147456,257
147968,2
148480,1
148992,3
149504,4
150016,1
150528,1
151040,1
151552,3
152064,2
153088,1
155136,1
155648,277
156160,2
156672,1
157184,1
158720,1
159744,2
160768,2
161280,1
161792,1
162816,1
163840,274
164352,2
164864,1
166400,1
167936,1
168448,3
168960,1
169472,2
170496,1
172032,252
172544,2
174080,2
176128,1
177664,1
178176,1
178688,2
179200,3
179712,2
180224,276
180736,1
181248,1
182272,1
184320,6
185344,1
186368,1
187392,2
188416,263
188928,1
189440,1
193536,3
195072,1
195584,1
196608,231
198144,2
199680,2
200192,1
202240,1
204800,224
205312,1
206336,1
207360,1
207872,1
209408,1
211456,1
211968,1
212992,232
213504,2
215040,3
216576,2
217088,2
218112,1
220672,2
221184,206
222720,1
223744,1
224768,2
225792,3
226304,3
226816,2
229376,191
230912,2
232960,1
233984,3
235008,2
237568,226
240640,1
241152,1
242176,1
243712,2
244736,1
245760,355
248832,1
249344,3
250880,1
252416,1
252928,1
253952,207
258048,1
262144,183
265728,1
266752,1
269824,1
270336,197
278016,2
278528,224
281088,1
286720,222
289280,1
291840,1
294912,211
295424,1
296448,1
297984,1
300544,1
303104,230
306176,1
307200,5
311296,224
315392,1
317952,1
319488,231
320000,1
322560,1
323072,1
326656,1
327680,235
335872,272
344064,288
352256,282
354816,1
359936,1
360448,295
368640,303
369664,1
373248,1
373760,1
376832,300
385024,351
393216,334
394752,1
401408,344
406528,1
409600,353
417792,371
423424,1
425984,386
434176,339
438272,1
441856,1
442368,352
450560,388
458752,399
463872,1
466944,406
475136,402
475648,1
483328,774
483840,1
488960,1
491520,13270
494080,1
499200,1
499712,232
507904,236
512000,1
514048,1
514560,1
516096,635
521216,2
522752,3
523776,26
524288,18272
524800,2
525312,1
525824,2
526848,1
528384,2
528896,1
529920,1
530432,1
530944,1
531456,1
532480,103
532992,1
540672,52
542208,1
547328,1
548864,52
557056,159
558592,1
565248,77
570880,1
573440,60
580096,1
580608,1
581632,50
587776,1
589824,38
598016,54
606208,41
609280,1
614400,45
620032,1
622592,46
630784,30
638976,45
640000,1
645120,1
647168,50
655360,39
663552,33
671744,47
677376,1
679936,30
688128,33
694272,1
696320,37
704512,35
709632,2
712704,41
718336,1
720896,33
726016,1
729088,43
729600,1
733696,1
737280,33
741888,1
744960,1
745472,34
753664,40
761856,30
770048,29
774144,1
778240,29
786432,41
794624,39
802816,30
811008,37
819200,36
821248,1
826880,1
827392,36
835584,29
843776,30
851968,29
855040,1
860160,25
868352,35
876544,27
884736,41
892928,29
901120,31
909312,32
917504,38
923136,1
925696,31
933888,36
942080,31
950272,50
958464,40
966656,46
973312,1
974848,39
983040,27
991232,30
998400,1
999424,40
1007616,52
1013760,1
1015808,39
1018880,1
1024000,29
1032192,39
1039872,1
1040384,41
1042432,1
1044480,1
1045504,1
1046016,1
1047040,4
1047552,40
1048576,941
1049088,4
1049600,3
1050112,2
1050624,1
1051136,2
1051648,1
1052160,1
1052672,1
1053184,1
1055232,1
1055744,2
1056256,1
1056768,38
1057792,1
1058816,1
1064960,26
1071616,1
1073152,51
1074176,1
1077760,1
1081344,66
1089536,43
1097728,41
1105920,39
1114112,37
1119744,1
1122304,37
1128448,1
1130496,33
1138688,32
1146880,34
1153024,1
1155072,33
1161216,1
1163264,38
1171456,34
1179648,29
1187840,33
1196032,37
1204224,35
1212416,31
1220608,43
1228288,1
1228800,31
1236992,21
1243648,1
1245184,30
1253376,30
1261568,30
1269760,33
1277952,31
1281024,1
1286144,30
1294336,32
1302528,28
1310720,29
1318912,32
1327104,29
1333760,1
1335296,37
1340416,1
1343488,18
1351680,27
1359872,21
1368064,20
1376256,21
1384448,24
1392640,28
1400832,23
1409024,27
1411584,1
1412608,1
1417216,32
1419264,1
1425408,41
1433600,30
1441792,35
1449984,30
1458176,29
1466368,32
1474048,1
1474560,35
1482752,22
1490944,30
1499136,26
1507328,29
1515520,30
1523712,35
1529344,1
1531904,34
1540096,29
1548288,30
1556480,31
1564160,1
1564672,34
1567232,2
1569792,1
1570304,1
1571328,25
1572864,246
1573376,2
1574400,2
1575936,1
1578496,1
1581056,25
1584128,1
1587200,1
1589248,30
1590272,1
1595392,1
1597440,19
1599488,1
1605632,37
1613824,35
1614336,1
1622016,25
1630208,31
1630720,1
1638400,26
1645056,1
1646592,32
1654784,31
1662976,25
1671168,24
1679360,27
1687552,17
1695744,25
1703936,30
1712128,23
1720320,27
1728512,21
1736704,29
1744896,30
1752064,1
1753088,21
1761280,25
1765376,1
1769472,25
1777664,20
1785856,31
1794048,27
1802240,26
1810432,16
1818624,24
1826816,25
1835008,26
1843200,14
1851392,32
1859584,39
1867776,16
1871360,1
1875968,22
1884160,24
1887232,1
1892352,21
1900544,24
1903104,1
1908736,23
1916928,32
1925120,21
1933312,30
1941504,26
1949696,28
1957888,21
1966080,25
1974272,20
1982464,17
1990656,29
1998848,20
2007040,22
2015232,25
2023424,25
2031616,21
2039808,24
2048000,30
2056192,25
2064384,24
2072576,28
2073088,1
2078720,1
2080768,24
2086400,1
2088960,24
2091520,2
2094080,1
2094592,1
2095104,15
2097152,103
2097664,2
2098176,2
2100224,1
2100736,3
2101760,1
2102784,1
2103296,1
2104320,1
2105344,18
2110464,1
2113536,22
2121728,23
2129920,28
2138112,22
2146304,25
2154496,19
2162688,24
2166784,1
2170880,29
2179072,26
2180096,1
2187264,17
2195456,24
2203648,25
2204160,1
2211840,26
2220032,20
2228224,33
2236416,22
2244608,26
2252800,20
2260992,27
2269184,18
2277376,26
2285568,19
2293760,24
2301952,20
2310144,26
2318336,18
2326528,28
2334720,20
2342912,25
2351104,14
2359296,25
2367488,17
2375680,17
2383872,17
2392064,26
2400256,27
2402816,1
2408448,23
2415104,1
2416640,28
2424832,19
2433024,22
2441216,30
2449408,21
2457600,27
2465792,23
2473984,24
2482176,23
2490368,33
2498560,28
2506752,24
2514944,30
2519552,1
2520064,1
2523136,22
2523648,1
2531328,23
2539520,23
2547712,33
2555904,21
2564096,21
2567168,1
2572288,20
2580480,15
2588672,13
2596864,17
2597888,1
2598400,1
2605056,22
2613248,24
2616320,1
2617856,3
2618368,2
2618880,13
2621440,74
2621952,2
2622464,2
2622976,5
2624512,1
2627072,1
2627584,1
2628608,1
2629632,21
2631680,2
2637824,22
2646016,25
2648064,1
2654208,25
2661888,1
2662400,11
2665472,1
2670592,23
2678784,24
2686976,17
2688512,1
2695168,19
2703360,26
2711552,18
2719744,27
2727936,21
2736128,16
2744320,25
2752512,19
2760704,18
2768896,22
2777088,19
2779136,1
2785280,13
2793472,26
2801664,21
2806272,1
2809856,20
2812416,1
2818048,26
2821632,1
2826240,18
2834432,20
2842624,25
2847744,1
2850816,19
2859008,25
2867200,19
2875392,26
2880000,1
2883584,29
2891776,27
2899968,21
2908160,13
2916352,14
2918400,1
2924544,20
2932736,19
2940928,29
2949120,14
2957312,20
2958848,1
2960896,1
2965504,17
2973696,21
2981888,18
2990080,17
2998272,13
3006464,17
3009024,1
3014656,18
3022848,22
3031040,17
3039232,26
3047424,30
3055616,19
3063808,23
3065856,1
3066368,1
3072000,28
3080192,23
3088384,25
3096576,20
3104768,22
3105280,1
3110912,1
3112960,14
3121152,16
3125248,1
3127296,1
3129344,28
3132416,1
3137536,19
3138048,1
3138560,1
3141120,1
3142144,1
3142656,11
3145728,67
3146240,1
3146752,1
3147776,1
3148800,1
3149312,2
3149824,1
3152896,2
3153920,24
3155456,1
3156992,1
3158528,1
3159552,1
3160576,1
3162112,20
3167232,1
3170304,22
3178496,13
3186688,15
3187200,1
3193344,1
3194880,18
3197440,1
3198464,1
3202560,1
3203072,16
3211264,23
3213824,1
3219456,29
3221504,1
3222528,1
3227648,30
3235840,22
3237888,1
3244032,29
3252224,20
3260416,30
3268608,17
3276800,20
3284992,30
3287040,1
3292160,1
3293184,30
3301376,29
3309568,14
3312128,1
3317760,30
3322880,1
3325952,22
3334144,20
3336192,1
3338240,1
3342336,24
3344384,1
3347968,1
3350528,24
3352064,1
3358720,16
3361280,1
3366912,31
3375104,15
3378176,1
3378688,1
3383296,21
3391488,20
3399680,28
3407872,21
3416064,18
3424256,31
3432448,19
3432960,1
3440640,19
3443200,1
3443712,1
3448832,22
3456512,1
3457024,17
3465216,19
3468288,1
3473408,16
3481600,34
3484672,1
3489792,22
3490304,1
3493888,1
3497984,20
3506176,18
3508736,1
3514368,22
3522048,1
3522560,20
3525632,1
3530752,18
3535360,1
3537408,1
3538944,24
3546624,1
3547136,25
3549184,1
3550208,1
3555328,16
3558400,1
3558912,1
3562496,1
3563008,1
3563520,25
3571712,19
3572224,1
3579904,20
3588096,22
3592704,1
3596288,20
3604480,28
3605504,1
3609088,1
3612160,1
3612672,19
3614208,1
3616768,1
3620864,18
3624960,5
3625984,1
3629056,22
3631616,1
3634176,1
3635712,1
3636736,1
3637248,25
3640320,1
3642880,1
3645440,25
3651072,1
3653120,1
3653632,18
3654144,1
3659776,1
3661824,28
3662336,1
3663360,1
3665408,2
3666432,13
